"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-04-19","93.6","-1.34","5.66","Whitlock, Garrett",672386,676477,,"ball",,,,,"11","Alejandro Kirk grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","BOS","TOR","B",,,"1","0",2022,"-1.46","0.8","-0.95","3.60",,,,"0","9","Top",,,,,"657136",,,4.310184571513052,-136.30451321739596,-1.348837567898617,-19.1688909188616,30.263257636376842,-22.137632038080227,"3.17","1.48",,,,"95","1977","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.39",,,,,,,,"65","2","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","231","0","0.059"
"SI","2022-04-19","94.7","-1.47","5.62","Whitlock, Garrett",672386,676477,,"ball",,,,,"11","Alejandro Kirk grounds out, shortstop Xander Bogaerts to first baseman Bobby Dalbec.","R","R","R","BOS","TOR","B",,,"0","0",2022,"-1.36","1.05","-0.83","3.13",,,,"0","9","Top",,,,,"657136",,,4.792697091383738,-137.8216214163993,-3.203701723488745,-18.411335749440127,31.087683591437987,-18.331502693988174,"3.02","1.48",,,,"96.2","1921","7.1",663249,676477,"657136","666915","596115","646240","593428","657077","571771","598265","53.35",,,,,,,,"65","1","Sinker","2","1","1","2","1","2","1","2","Standard","Standard","233","0","0.034"
"SL","2022-04-16","80.1","-1.87","5.67","Whitlock, Garrett",570482,676477,"field_out","hit_into_play",,,,,"11","Gio Urshela lines out to third baseman Rafael Devers.","R","R","R","BOS","MIN","X","5","line_drive","0","1",2022,"0.53","-0.2","-0.98","2.99",,,"663616","2","9","Top",93.08,157.57,,,"543877",,,0.9753154803594158,-116.67674219025608,1.1100533452916546,4.719231605229759,19.96153383111434,-34.36504760117856,"3.37","1.53","135","83.7","9","81.4","1791","6.9",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.59","0.491","0.465","0","1","0","0","4","64","2","Slider","4","0","0","4","0","4","0","4","Standard","Standard","49","0.003","-0.184"
"SL","2022-04-16","80.9","-1.55","5.66","Whitlock, Garrett",570482,676477,,"swinging_strike_blocked",,,,,"14","Gio Urshela lines out to third baseman Rafael Devers.","R","R","R","BOS","MIN","S",,,"0","0",2022,"0.04","-0.29","0.86","0.83",,,"663616","2","9","Top",,,,,"543877",,,5.388445076233186,-117.80329314272308,-3.6549292167316985,-0.6257579661955268,21.677026474225297,-34.380586032674955,"3.37","1.53",,,,"82.4","1763","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33",,,,,,,,"64","1","Slider","4","0","0","4","0","4","0","4","Standard","Standard","32","0","-0.039"
"SI","2022-04-16","95.5","-1.39","5.52","Whitlock, Garrett",663616,676477,"single","hit_into_play",,,,,"1","Trevor Larnach singles on a sharp ground ball to left fielder Alex Verdugo.","R","L","R","BOS","MIN","X","7","ground_ball","1","0",2022,"-1.48","0.9","-0.58","3.01",,,,"2","9","Top",101.27,92.43,,,"543877",,,5.578304987985895,-138.98484735713402,-3.0715299165423726,-20.444649189084878,31.208250349881038,-19.96099768312104,"3.55","1.63","32","107.8","-4","97.1","2090","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33","0.454","0.438","0.9","1","1","0","4","63","2","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","226","-0.002","0.109"
"CH","2022-04-16","81.7","-1.09","5.84","Whitlock, Garrett",663616,676477,,"ball",,,,,"11","Trevor Larnach singles on a sharp ground ball to left fielder Alex Verdugo.","R","L","R","BOS","MIN","B",,,"0","0",2022,"-1.51","0.62","-0.61","4.04",,,,"2","9","Top",,,,,"543877",,,4.066682044577873,-118.94103859374583,1.316683754535146,-15.14026736741602,21.078525353296346,-26.724234711851853,"3.58","1.63",,,,"83.2","1943","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.43",,,,,,,,"63","1","Changeup","4","0","0","4","0","4","0","4","Infield shift","Standard","254","0","0.016"
"CH","2022-04-16","85.8","-1.35","5.77","Whitlock, Garrett",596146,676477,"field_out","hit_into_play",,,,,"8","Max Kepler flies out to right fielder Jackie Bradley Jr.","R","L","R","BOS","MIN","X","9","fly_ball","0","1",2022,"-1.63","0.78","0.05","1.99",,,,"1","9","Top",190.02,96.67,,,"543877",,,6.736858904123325,-124.80689243931681,-4.346907251323939,-18.41935425909905,23.608465563393466,-23.357573773866672,"3.55","1.63","298","89.7","46","87.6","2145","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.21","0.009","0.012","0","1","0","0","3","62","2","Changeup","4","0","0","4","0","4","0","4","Infield shift","Standard","245","0.004","-0.135"
"CH","2022-04-16","83.4","-1.19","5.77","Whitlock, Garrett",596146,676477,,"called_strike",,,,,"13","Max Kepler flies out to right fielder Jackie Bradley Jr.","R","L","R","BOS","MIN","S",,,"0","0",2022,"-1.6","0.38","-0.86","2.40",,,,"1","9","Top",,,,,"543877",,,3.953931685539453,-121.37142602800549,-2.087836824120958,-16.627334643761,23.509802152348115,-28.20105841379615,"3.46","1.75",,,,"84.5","2066","7",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.52",,,,,,,,"62","1","Changeup","4","0","0","4","0","4","0","4","Infield shift","Standard","254","0","-0.024"
"SL","2022-04-16","83.4","-1.56","5.72","Whitlock, Garrett",621043,676477,"strikeout","swinging_strike",,,,,"6","Carlos Correa strikes out swinging.","R","R","R","BOS","MIN","S","2",,"1","2",2022,"0.01","-0.33","0.41","2.34",,,,"0","9","Top",,,,,"543877",,,4.562500218162677,-121.39690629648095,-0.6441032700369576,-0.8199884688764851,25.587158936894213,-35.46818448141669,"3.55","1.63",,,,"84.4","1856","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.41",,,"0","1","0","0",,"61","4","Slider","4","0","0","4","0","4","0","4","Standard","Standard","43","0.008","-0.159"
"SI","2022-04-16","94.9","-1.3","5.47","Whitlock, Garrett",621043,676477,,"called_strike",,,,,"6","Carlos Correa strikes out swinging.","R","R","R","BOS","MIN","S",,,"1","1",2022,"-1.66","0.96","0.62","2.52",,,,"0","9","Top",,,,,"543877",,,8.893250533301089,-137.85333862615835,-4.201914015935838,-23.13637165861102,33.84132187806789,-19.232876335449323,"3.29","1.63",,,,"96","2074","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.23",,,,,,,,"61","3","Sinker","4","0","0","4","0","4","0","4","Strategic","Standard","232","0","-0.053"
"SI","2022-04-16","94.3","-1.6","5.43","Whitlock, Garrett",621043,676477,,"called_strike",,,,,"9","Carlos Correa strikes out swinging.","R","R","R","BOS","MIN","S",,,"1","0",2022,"-1.28","0.71","0.35","1.88",,,,"0","9","Top",,,,,"543877",,,8.054009067175963,-137.11971477278166,-5.238969499540076,-17.872598171951847,27.54639373032355,-22.192063580518997,"3.38","1.63",,,,"96.4","1995","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.17",,,,,,,,"61","2","Sinker","4","0","0","4","0","4","0","4","Strategic","Standard","231","0","-0.044"
"SI","2022-04-16","95.6","-1.36","5.57","Whitlock, Garrett",621043,676477,,"ball",,,,,"12","Carlos Correa strikes out swinging.","R","R","R","BOS","MIN","B",,,"0","0",2022,"-1.15","0.86","0.63","3.50",,,,"0","9","Top",,,,,"543877",,,7.965559165302485,-139.1112470448952,-1.8566489111068334,-16.61636787929068,28.5782369792677,-20.738095571658405,"3.35","1.63",,,,"97.5","2045","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.35",,,,,,,,"61","1","Sinker","4","0","0","4","0","4","0","4","Strategic","Standard","228","0","0.034"
"SL","2022-04-16","82.5","-1.5","5.7","Whitlock, Garrett",593871,676477,"strikeout","swinging_strike_blocked",,,,,"14","Jorge Polanco strikes out swinging.","R","L","R","BOS","MIN","S","2",,"0","2",2022,"-0.06","-0.5","0.98","0.23",,"593934","650333","2","8","Top",,,,,"543877",,,5.849522463106289,-120.0131966894077,-5.011586320597224,-1.738192242872483,23.457735553978857,-36.255258196594944,"3.32","1.51",,,,"83.7","2033","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.41",,,"0","1","0","0",,"57","4","Slider","4","0","0","4","0","4","0","4","Infield shift","Standard","36","0.018","-0.294"
"SI","2022-04-16","96.6","-1.46","5.54","Whitlock, Garrett",593871,676477,,"foul",,,,,"3","Jorge Polanco strikes out swinging.","R","L","R","BOS","MIN","S",,,"0","2",2022,"-1.64","1.11","0.42","2.85",,"593934","650333","2","8","Top",,,,,"543877",,,8.930617724569421,-140.40957166794774,-4.177821443901048,-23.670006621566536,31.929368929999253,-16.78113559805269,"3.32","1.51","182","68.5","54","98.4","2259","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.16",,,,,,,,"57","3","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","226","0","0"
"CH","2022-04-16","81.9","-1.42","5.76","Whitlock, Garrett",593871,676477,,"called_strike",,,,,"5","Jorge Polanco strikes out swinging.","R","L","R","BOS","MIN","S",,,"0","1",2022,"-1.46","0.2","-0.24","2.07",,"593934","650333","2","8","Top",,,,,"543877",,,5.57310245864538,-119.22512344952776,-2.2262991673975385,-14.985691934191708,21.152319729375144,-30.059000235078575,"3.29","1.51",,,,"83.6","1951","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.28",,,,,,,,"57","2","Changeup","4","0","0","4","0","4","0","4","Infield shift","Standard","261","0","-0.11"
"SL","2022-04-16","80.9","-1.48","5.74","Whitlock, Garrett",593871,676477,,"called_strike",,,,,"2","Jorge Polanco strikes out swinging.","R","L","R","BOS","MIN","S",,,"0","0",2022,"0.2","-0.12","0.14","3.09",,"593934","650333","2","8","Top",,,,,"543877",,,3.284534297177211,-117.85496474279115,0.8956168133295452,1.3530131101005065,19.302258744009748,-33.59972860787646,"3.32","1.51",,,,"82.8","1742","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33",,,,,,,,"57","1","Slider","4","0","0","4","0","4","0","4","Infield shift","Standard","48","0","-0.06"
"SI","2022-04-16","95.6","-1.55","5.54","Whitlock, Garrett",650333,676477,"single","hit_into_play",,,,,"7","Luis Arraez singles on a sharp ground ball to center fielder Enrique Hernandez.   Miguel Sano to 2nd.","R","L","R","BOS","MIN","X","8","ground_ball","0","0",2022,"-1.25","0.88","-0.28","1.96",,,"593934","2","8","Top",127.93,88.19,,,"543877",,,6.323586400086161,-139.1199718049454,-5.974778948335798,-17.641684259699957,28.470464555277,-19.62358040988938,"3.3","1.5","27","100.1","-2","98.1","1982","7.5",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.01","0.397","0.371","0.9","1","1","0","2","56","1","Sinker","4","0","0","4","0","4","0","4","Standard","Standard","226","-0.01","0.302"
"SL","2022-04-16","83.1","-1.59","5.77","Whitlock, Garrett",680777,676477,"strikeout","swinging_strike",,,,,"1","Ryan Jeffers strikes out swinging.","R","R","R","BOS","MIN","S","2",,"1","2",2022,"0.35","0.04","-0.53","2.90",,,"593934","1","8","Top",,,,,"543877",,,1.7677114882428124,-121.15533818293561,-0.33455297629241465,3.2641899179079776,18.87076798385187,-31.85204140862487,"3.38","1.63",,,,"85","1860","7",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.54",,,"0","1","0","0",,"55","4","Slider","4","0","0","4","0","4","0","4","Standard","Standard","40","0.014","-0.21"
"SI","2022-04-16","97.3","-1.56","5.64","Whitlock, Garrett",680777,676477,,"ball",,,,,"12","Ryan Jeffers strikes out swinging.","R","R","R","BOS","MIN","B",,,"0","2",2022,"-1.25","1.11","0.87","3.09",,,"593934","1","8","Top",,,,,"543877",,,9.523269099559716,-141.39701522241091,-3.9553018977135483,-18.829501271160176,29.844799851982796,-16.46897447400609,"3.29","1.63",,,,"98.9","2031","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.4",,,,,,,,"55","3","Sinker","4","0","0","4","0","4","0","4","Standard","Standard","221","0","0.014"
"SI","2022-04-16","95.5","-1.68","5.47","Whitlock, Garrett",680777,676477,,"foul",,,,,"1","Ryan Jeffers strikes out swinging.","R","R","R","BOS","MIN","S",,,"0","1",2022,"-1.43","1.12","-0.42","2.87",,,"593934","1","8","Top",,,,,"543877",,,6.64708103408665,-138.8058332698896,-3.7387637884355045,-20.043426973100118,33.8263181050095,-17.108790371403373,"3.38","1.63","148","66.1","25","96.6","2101","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.33",,,,,,,,"55","2","Sinker","4","0","0","4","0","4","0","4","Standard","Standard","231","0","-0.052"
"SL","2022-04-16","80.7","-1.59","5.71","Whitlock, Garrett",680777,676477,,"called_strike",,,,,"6","Ryan Jeffers strikes out swinging.","R","R","R","BOS","MIN","S",,,"0","0",2022,"0.61","-0.25","0.38","2.28",,,"593934","1","8","Top",,,,,"543877",,,3.270946322666517,-117.54313463905811,-0.5071855535683645,5.01423228705614,22.31880108367798,-34.58147446013803,"3.18","1.63",,,,"82","1850","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.38",,,,,,,,"55","1","Slider","4","0","0","4","0","4","0","4","Standard","Standard","56","0","-0.049"
"SI","2022-04-16","94.3","-1.65","5.61","Whitlock, Garrett",593934,676477,"walk","ball",,,,,"11","Miguel Sano walks.","R","R","R","BOS","MIN","B",,,"3","1",2022,"-1.16","1.16","-0.85","3.79",,,,"1","8","Top",,,,,"543877",,,4.758068486154334,-137.3876703904127,-1.6937453905132722,-15.722316779471132,28.945952999999996,-17.221315663427674,"3.61","1.63",,,,"96.2","2106","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.32",,,"0.7","1","0","0",,"54","5","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","226","-0.013","0.159"
"SI","2022-04-16","95.1","-1.5","5.53","Whitlock, Garrett",593934,676477,,"called_strike",,,,,"2","Miguel Sano walks.","R","R","R","BOS","MIN","S",,,"3","0",2022,"-1.19","1.04","0.06","3.02",,,,"1","8","Top",,,,,"543877",,,6.866369192044542,-138.27930822441553,-3.3048486784047775,-16.76825056575359,30.48710515013208,-18.309056634908394,"3.43","1.63",,,,"96.7","2108","7.2",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.3",,,,,,,,"54","4","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","234","0","-0.055"
"SI","2022-04-16","94.9","-1.64","5.61","Whitlock, Garrett",593934,676477,,"ball",,,,,"11","Miguel Sano walks.","R","R","R","BOS","MIN","B",,,"2","0",2022,"-1.17","0.93","-0.34","3.94",,,,"1","8","Top",,,,,"543877",,,6.118679243126922,-138.21991163100958,-0.8335179443033658,-16.290943355881616,28.771617060679525,-20.24802479575683,"3.55","1.63",,,,"96.7","2086","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.4",,,,,,,,"54","3","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","230","0","0.092"
"SI","2022-04-16","95.5","-1.17","5.44","Whitlock, Garrett",593934,676477,,"ball",,,,,"14","Miguel Sano walks.","R","R","R","BOS","MIN","B",,,"1","0",2022,"-1.37","0.96","1.78","1.74",,,,"1","8","Top",,,,,"543877",,,11.051029646805866,-138.63683577328734,-6.4022050570972375,-20.068984878220572,28.614466844259415,-18.538944803802497,"3.61","1.63",,,,"97.3","2161","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.21",,,,,,,,"54","2","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","225","0","0.049"
"SI","2022-04-16","97.1","-1.38","5.5","Whitlock, Garrett",593934,676477,,"ball",,,,,"14","Miguel Sano walks.","R","R","R","BOS","MIN","B",,,"0","0",2022,"-1.43","0.97","1.13","2.26",,,,"1","8","Top",,,,,"543877",,,10.149543984759797,-140.93407933016042,-5.448091798380179,-21.37983445797342,31.376363763787023,-18.097849396553332,"3.61","1.63",,,,"98.7","2165","7.3",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.23",,,,,,,,"54","1","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","228","0","0.022"
"SI","2022-04-16","96.2","-1.18","5.54","Whitlock, Garrett",624503,676477,"strikeout","called_strike",,,,,"11","Nick Gordon called out on strikes.","R","L","R","BOS","MIN","S","2",,"0","2",2022,"-1.23","0.93","-0.15","3.40",,,,"0","8","Top",,,,,"543877",,,5.602932013425502,-140.03173859290646,-2.200037711864981,-17.50118843965752,31.886462384225577,-19.689574458854533,"3.28","1.53",,,,"97.4","2287","7",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.52",,,"0","1","0","0",,"53","3","Sinker","4","0","0","4","0","4","0","4","Infield shift","Standard","227","0.012","-0.141"
"SI","2022-04-16","95.7","-1.4","5.61","Whitlock, Garrett",624503,676477,,"foul",,,,,"4","Nick Gordon called out on strikes.","R","L","R","BOS","MIN","S",,,"0","1",2022,"-1.37","0.85","-0.73","2.28",,,,"0","8","Top",,,,,"543877",,,4.931317436402567,-139.26624430874233,-5.186636325143271,-19.000547307651182,31.190286286736367,-20.100559323554155,"3.37","1.53","220","74.9","47","97.1","2274","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.43",,,,,,,,"53","2","Sinker","4","0","0","4","0","4","0","4","Standard","Standard","225","0","-0.046"
"SL","2022-04-16","80.8","-1.45","5.8","Whitlock, Garrett",624503,676477,,"swinging_strike",,,,,"14","Nick Gordon called out on strikes.","R","L","R","BOS","MIN","S",,,"0","0",2022,"0.09","-0.45","0.65","0.41",,,,"0","8","Top",,,,,"543877",,,4.5665126742940245,-117.68913254302537,-4.595723031906113,0.03400837047220838,20.813086424887896,-35.786979290031674,"3.37","1.53",,,,"82.2","1867","7",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.46",,,,,,,,"53","1","Slider","4","0","0","4","0","4","0","4","Standard","Standard","42","0","-0.034"
"SL","2022-04-16","81.2","-1.66","5.62","Whitlock, Garrett",570482,676477,"strikeout","swinging_strike_blocked",,,,,"14","Gio Urshela strikes out swinging, catcher Christian Vazquez to first baseman Bobby Dalbec.","R","R","R","BOS","MIN","S","2",,"0","2",2022,"0.22","-0.1","0.33","-0.43",,"663616",,"2","7","Top",,,,,"543877",,,4.071603779221313,-118.20205350909153,-6.889482786676599,1.4137754812068428,20.115427953444676,-32.169227702449334,"3.37","1.53",,,,"82.8","1819","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.38",,,"0","1","0","0",,"48","3","Slider","4","0","0","4","0","4","0","4","Standard","Standard","50","0.014","-0.218"
"SL","2022-04-16","82.0","-1.73","5.63","Whitlock, Garrett",570482,676477,,"swinging_strike",,,,,"14","Gio Urshela strikes out swinging, catcher Christian Vazquez to first baseman Bobby Dalbec.","R","R","R","BOS","MIN","S",,,"0","1",2022,"0.17","-0.35","0.88","1.47",,"663616",,"2","7","Top",,,,,"543877",,,5.651191836105464,-119.31560779018224,-2.1655271443397495,0.4996894105943028,23.388682158812113,-35.319229550332956,"3.37","1.53",,,,"83.1","1922","7.1",663238,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.42",,,,,,,,"48","2","Slider","4","0","0","4","0","4","0","4","Standard","Standard","56","0","-0.051"
