"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-04-12","95.8","-1.27","5.62","Whitlock, Garrett",408234,676477,"strikeout","swinging_strike",,,,,"2","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","S","2",,"3","2",2022,"-1.38","1.25","-0.01","3.04",,,,"1","9","Bot",,,,,"608700",,,6.590415228001408,-139.2919987062356,-4.055660830059169,-19.485107377317348,33.177747228511876,-15.253413838652616,"3.55","1.63",,,,"97.6",,"7.5",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.02",,,"0","1","0","0",,"70","6","Sinker","3","5","3","5","5","3","3","5","Standard","Standard",,"-0.029","-0.206"
"SI","2022-04-12","94.4","-1.48","5.6","Whitlock, Garrett",408234,676477,,"foul",,,,,"5","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","S",,,"3","1",2022,"-1.46","1.14","0.19","2.80",,,,"1","9","Bot",,,,,"608700",,,7.752469176903487,-137.01370962255268,-4.069274988560519,-20.21987750104032,36.29995788561517,-17.175699650202198,"3.55","1.63","200","77.5","53","95.2","2118","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.17",,,,,,,,"70","5","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","225","0","-0.062"
"SL","2022-04-12","79.6","-1.36","5.66","Whitlock, Garrett",408234,676477,,"ball",,,,,"14","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","B",,,"2","1",2022,"0.41","-0.28","0.35","0.81",,,,"1","9","Bot",,,,,"608700",,,3.0110480769212815,-115.67764056243077,-3.2121465907317894,2.8719629128082294,27.63066083622559,-34.1074509961023,"3.7","1.77",,,,"79.8","1784","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.33",,,,,,,,"70","4","Slider","3","5","3","5","5","3","3","5","Standard","Standard","40","0","0.084"
"SI","2022-04-12","94.3","-1.33","5.59","Whitlock, Garrett",408234,676477,,"called_strike",,,,,"9","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","S",,,"2","0",2022,"-1.47","0.95","0.29","1.86",,,,"1","9","Bot",,,,,"608700",,,7.608538411983974,-137.0247352862689,-6.151394823493787,-20.213736325454146,30.9871065711961,-19.04958555904424,"3.61","1.68",,,,"95.6","1888","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.34",,,,,,,,"70","3","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","230","0","-0.047"
"SI","2022-04-12","93.2","-1.24","5.67","Whitlock, Garrett",408234,676477,,"ball",,,,,"11","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","B",,,"1","0",2022,"-1.23","1","-0.44","4.05",,,,"1","9","Bot",,,,,"608700",,,4.868655618179045,-135.6594502652196,-0.5545110328134398,-16.211563165479145,31.26024233441049,-20.025616041084245,"3.63","1.77",,,,"94.8","1990","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.2",,,,,,,,"70","2","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","228","0","0.049"
"SI","2022-04-12","95.1","-1.13","5.64","Whitlock, Garrett",408234,676477,,"ball",,,,,"12","Miguel Cabrera strikes out swinging.","R","R","R","DET","BOS","B",,,"0","0",2022,"-1.26","0.99","1.06","2.84",,,,"1","9","Bot",,,,,"608700",,,8.774985892592877,-138.10694353627954,-3.8713691486044635,-18.208415914523908,36.03999706249907,-18.820021676357154,"3.65","1.77",,,,"96.3","1984","7.5",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.02",,,,,,,,"70","1","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","224","0","0.022"
"CH","2022-04-12","83.0","-1.12","5.79","Whitlock, Garrett",600869,676477,"field_out","hit_into_play",,,,,"7","Jeimer Candelario pops out to third baseman Rafael Devers.","R","L","R","DET","BOS","X","5","popup","0","1",2022,"-1.59","0.51","-0.51","1.61",,,,"0","9","Bot",120.07,145.98,,,"608700",,,4.595886568814292,-120.65321158551224,-3.970240037946932,-16.331069681327175,29.051278169694967,-26.600848160022483,"3.41","1.56","139","79.9","63","83.6","2003","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.22","0.003","0.003","0","1","0","0","3","69","2","Changeup","3","5","3","5","5","3","3","5","Infield shift","Standard","246","-0.044","-0.187"
"SI","2022-04-12","93.1","-1.4","5.68","Whitlock, Garrett",600869,676477,,"foul",,,,,"11","Jeimer Candelario pops out to third baseman Rafael Devers.","R","L","R","DET","BOS","S",,,"0","0",2022,"-1.63","1.12","-1.12","3.06",,,,"0","9","Bot",,,,,"608700",,,4.388602339582614,-135.31436056881054,-3.3455102243862314,-20.835839950662496,35.308607687719885,-17.95221873760337,"3.41","1.56","167","76.2","15","94","2014","7.4",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.14",,,,,,,,"69","1","Sinker","3","5","3","5","5","3","3","5","Infield shift","Standard","231","0","-0.034"
"SI","2022-04-12","93.8","-1.27","5.56","Whitlock, Garrett",595879,676477,"field_out","hit_into_play",,,,,"1","Javier Baez lines out to center fielder Enrique Hernandez.","R","R","R","DET","BOS","X","8","line_drive","0","0",2022,"-1.6","1.38","-0.32","3.10",,,,"2","8","Bot",151.41,76.21,,,"608700",,,6.079818633973698,-136.30925736632682,-3.6666326547992587,-21.213564686306423,33.6137883148229,-14.46978679871337,"3.37","1.53","312","91.8","21","94.8","2123","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.3","0.211","0.218","0","1","0","0","3","64","1","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","229","-0.016","-0.095"
"SI","2022-04-12","95.0","-1.33","5.51","Whitlock, Garrett",570731,676477,"field_out","hit_into_play",,,,,"9","Jonathan Schoop grounds out softly, pitcher Garrett Whitlock to first baseman Bobby Dalbec.","R","R","R","DET","BOS","X","1","ground_ball","1","1",2022,"-1.29","0.77","0.40","2.12",,,,"1","8","Bot",135.29,189.58,,,"608700",,,7.5755561983178845,-138.24429607233867,-5.068220577171485,-18.25746630184058,28.33499039544069,-21.390436084974215,"3.41","1.56","1","82.9","-58","97.2","2026","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.17","0.214","0.206","0","1","0","0","2","63","3","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","229","-0.028","-0.149"
"SI","2022-04-12","95.4","-1.39","5.7","Whitlock, Garrett",570731,676477,,"ball",,,,,"11","Jonathan Schoop grounds out softly, pitcher Garrett Whitlock to first baseman Bobby Dalbec.","R","R","R","DET","BOS","B",,,"0","1",2022,"-1.34","1.09","-0.90","4.06",,,,"1","8","Bot",,,,,"608700",,,4.379798389246743,-138.86257552414293,-1.1488341948188072,-18.34580112683787,30.88755757042769,-18.053404448065404,"3.61","1.75",,,,"96.9","2076","7.1",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.4",,,,,,,,"63","2","Sinker","3","5","3","5","5","3","3","5","Standard","Standard","229","0","0.015"
"SL","2022-04-12","81.5","-1.38","5.79","Whitlock, Garrett",570731,676477,,"called_strike",,,,,"8","Jonathan Schoop grounds out softly, pitcher Garrett Whitlock to first baseman Bobby Dalbec.","R","R","R","DET","BOS","S",,,"0","0",2022,"0.17","-0.23","0.19","1.84",,,,"1","8","Bot",,,,,"608700",,,3.2570812623067114,-118.71963967154315,-1.8869443656512828,1.0036954641867504,21.93635002639341,-34.25484791590525,"3.55","1.61",,,,"82.8","1862","7",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.47",,,,,,,,"63","1","Slider","3","5","3","5","5","3","3","5","Standard","Standard","35","0","-0.024"
"CH","2022-04-12","82.7","-1.27","5.73","Whitlock, Garrett",622682,676477,"field_out","hit_into_play",,,,,"8","Victor Reyes lines out to first baseman Bobby Dalbec.","R","L","R","DET","BOS","X","3","line_drive","0","1",2022,"-1.65","0.59","0.20","1.58",,,,"0","8","Bot",167.31,158.6,,,"608700",,,6.6754249446552,-120.020897078336,-4.00046083443775,-17.222123067246656,27.816966234869746,-25.890244199554033,"3.58","1.68","145","93.1","10","83.3","1929","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.22","0.726","0.655","0","1","0","0","4","62","2","Changeup","3","5","3","5","5","3","3","5","Standard","Standard","247","-0.041","-0.187"
"SI","2022-04-12","93.3","-1.51","5.6","Whitlock, Garrett",622682,676477,,"called_strike",,,,,"5","Victor Reyes lines out to first baseman Bobby Dalbec.","R","L","R","DET","BOS","S",,,"0","0",2022,"-1.59","0.94","0.07","2.87",,,,"0","8","Bot",,,,,"608700",,,7.710953848147842,-135.54048546971805,-3.28170052371285,-21.290738496986922,34.5104424151034,-20.134208147774125,"3.65","1.79",,,,"94.4","2050","7.4",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.08",,,,,,,,"62","1","Sinker","3","5","3","5","5","3","3","5","Strategic","Standard","232","0","-0.034"
"SI","2022-04-12","94.2","-1.41","5.58","Whitlock, Garrett",572863,676477,"field_out","hit_into_play",,,,,"4","Dustin Garneau pops out to third baseman Rafael Devers.","R","R","R","DET","BOS","X","5","popup","0","0",2022,"-1.85","1.27","-0.79","2.85",,,,"2","7","Bot",103.19,169.6,,,"608700",,,5.81461072409566,-136.83598911695282,-4.137984637293286,-24.46474482809856,36.125810466380585,-15.571485679889333,"3.47","1.59","79","86.5","73","94.8","2018","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.33","0","0","0","1","0","0","3","54","1","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","220","-0.02","-0.095"
"SI","2022-04-12","96.4","-1.45","5.62","Whitlock, Garrett",679529,676477,"strikeout","swinging_strike",,,,,"2","Spencer Torkelson strikes out swinging.","R","R","R","DET","BOS","S","2",,"0","2",2022,"-1.25","0.99","-0.19","3.35",,,,"1","7","Bot",,,,,"608700",,,6.297765798250672,-140.3744286368753,-2.8470559791827728,-17.88347510975345,27.69858052384354,-18.512473281892802,"3.41","1.56",,,,"98.7","2175","7.3",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.23",,,"0","1","0","0",,"53","3","Sinker","3","3","3","3","3","3","3","3","Standard","Standard","225","-0.028","-0.102"
"SL","2022-04-12","82.5","-1.47","5.78","Whitlock, Garrett",679529,676477,,"foul",,,,,"1","Spencer Torkelson strikes out swinging.","R","R","R","DET","BOS","S",,,"0","1",2022,"0.12","-0.14","-0.30","3.19",,,,"1","7","Bot",,,,,"608700",,,2.4717263816330974,-120.14021085390388,0.9619218220703443,0.5968740871103693,25.195140363489152,-33.909345827623845,"3.41","1.56","121","68.5","13","83.5","1911","7.1",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.38",,,,,,,,"53","2","Slider","3","3","3","3","3","3","3","3","Standard","Standard","52","0","-0.033"
"SI","2022-04-12","94.4","-1.32","5.64","Whitlock, Garrett",679529,676477,,"called_strike",,,,,"1","Spencer Torkelson strikes out swinging.","R","R","R","DET","BOS","S",,,"0","0",2022,"-1.26","1.19","-0.75","3.17",,,,"1","7","Bot",,,,,"608700",,,4.351077215966647,-137.45308536515978,-3.4287382063562264,-16.886285541199577,30.645299722764815,-16.574216466485172,"3.5","1.66",,,,"95.7","2131","7",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.45",,,,,,,,"53","1","Sinker","3","3","3","3","3","3","3","3","Standard","Standard","231","0","-0.024"
"CH","2022-04-12","83.4","-1.27","5.81","Whitlock, Garrett",668731,676477,"field_out","hit_into_play",,,,,"7","Akil Baddoo flies out to center fielder Enrique Hernandez.","R","L","R","DET","BOS","X","8","fly_ball","0","1",2022,"-1.56","0.38","-0.39","1.58",,,,"0","7","Bot",136.11,77.04,,,"608700",,,5.172251702245639,-121.20810892022308,-3.9994366286849243,-16.34043023642294,26.17138366871349,-27.817825540932166,"3.41","1.56","304","91.2","39","84.4","1973","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.27","0.026","0.023","0","1","0","0","3","52","2","Changeup","3","3","3","3","3","3","3","3","Standard","Standard","248","-0.038","-0.187"
"SI","2022-04-12","93.8","-1.5","5.65","Whitlock, Garrett",668731,676477,,"foul",,,,,"13","Akil Baddoo flies out to center fielder Enrique Hernandez.","R","L","R","DET","BOS","S",,,"0","0",2022,"-1.54","1.02","-1.18","2.36",,,,"0","7","Bot",,,,,"608700",,,4.318887257287411,-136.505940681975,-5.085198601451541,-20.16936975277383,30.909149686913413,-18.528202856811486,"3.41","1.56","184","67.5","49","95.3","2065","7.2",662862,676477,"608700","666915","624414","646240","593428","657077","571771","598265","53.28",,,,,,,,"52","1","Sinker","3","3","3","3","3","3","3","3","Standard","Standard","226","0","-0.034"
"SI","2022-04-12","96.7","-1.47","5.66","Whitlock, Garrett",606992,676477,"field_out","hit_into_play",,,,,"2","Eric Haase flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","X","9","fly_ball","0","2",2022,"-1.54","0.89","-0.06","3.20",,,"600869","2","6","Bot",191.21,120.82,,,"608700",,,7.403233059236946,-140.53842945886618,-3.035990169353332,-22.115509750026735,33.08196813342631,-19.918585671237807,"3.3","1.5","254","77.3","35","97.9","1971","7.1",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.38","0.08","0.091","0","1","0","0","3","47","3","Sinker","3","3","3","3","3","3","3","3","Standard","Standard","224","-0.036","-0.136"
"SI","2022-04-12","96.0","-1.33","5.55","Whitlock, Garrett",606992,676477,,"foul",,,,,"8","Eric Haase flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","S",,,"0","1",2022,"-1.55","1.5","-0.15","2.05",,,"600869","2","6","Bot",,,,,"608700",,,6.768920365261112,-139.32287931259089,-7.042705358658593,-21.764533681714813,38.261379316659095,-11.267079828702462,"3.3","1.5","78","77.3","5","96.8","2113","7.4",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.1",,,,,,,,"47","2","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","229","0","-0.048"
"SL","2022-04-12","81.7","-1.58","5.72","Whitlock, Garrett",606992,676477,,"called_strike",,,,,"7","Eric Haase flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","S",,,"0","0",2022,"0.07","-0.38","-0.54","1.90",,,"600869","2","6","Bot",,,,,"608700",,,2.242179642034773,-118.79411976313443,-1.1335790148348033,0.09979235324183393,27.98208156320982,-35.742533377041056,"3.22","1.5",,,,"81.9","1847","7",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.5",,,,,,,,"47","1","Slider","3","3","3","3","3","3","3","3","Infield shift","Standard","43","0","-0.039"
"SI","2022-04-12","96.0","-1.44","5.58","Whitlock, Garrett",408234,676477,"field_out","hit_into_play",,,,,"1","Miguel Cabrera flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","X","9","fly_ball","1","2",2022,"-1.28","1.08","-0.34","3.00",,,"600869","1","6","Bot",194.12,107.98,,,"608700",,,5.916983719566624,-139.61325978531383,-3.70899896993353,-18.077313850939312,33.596445339689616,-17.406221447830056,"3.55","1.63","282","86.2","29","97.4","2072","7.3",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.25","0.06","0.059","0","1","0","0","3","46","4","Sinker","3","3","3","3","3","3","3","3","Standard","Standard","229","-0.041","-0.215"
"SI","2022-04-12","96.6","-1.74","5.56","Whitlock, Garrett",408234,676477,,"foul",,,,,"1","Miguel Cabrera flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","S",,,"1","1",2022,"-1.53","1.14","-0.77","3.16",,,"600869","1","6","Bot",,,,,"608700",,,6.206245352994619,-140.40674907005922,-3.4016491940558446,-21.583129769308385,36.108475552283856,-16.607973921673132,"3.55","1.63","141","70.8","65","97.9",,"7.4",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.13",,,,,,,,"46","3","Sinker","3","3","3","3","3","3","3","3","Standard","Standard",,"0","-0.059"
"SL","2022-04-12","81.1","-1.45","5.74","Whitlock, Garrett",408234,676477,,"ball",,,,,"14","Miguel Cabrera flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","B",,,"0","1",2022,"0.64","-0.04","0.48","1.39",,,"600869","1","6","Bot",,,,,"608700",,,3.113403757287593,-117.98110693075861,-2.946251558374644,5.268097832109488,25.291295096252053,-32.187773464332,"3.59","1.72",,,,"81.7","1920","7",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.49",,,,,,,,"46","2","Slider","3","3","3","3","3","3","3","3","Standard","Standard","46","0","0.021"
"SL","2022-04-12","82.5","-1.67","5.71","Whitlock, Garrett",408234,676477,,"swinging_strike",,,,,"14","Miguel Cabrera flies out to right fielder Christian Arroyo.","R","R","R","DET","BOS","S",,,"0","0",2022,"0.38","-0.08","1.19","1.44",,,"600869","1","6","Bot",,,,,"608700",,,5.8602239710939354,-119.93551494702159,-2.9488056454236733,2.296737125257949,27.20705485752081,-32.516375538533815,"3.55","1.63",,,,"83.2","1921","7.2",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.28",,,,,,,,"46","1","Slider","3","3","3","3","3","3","3","3","Standard","Standard","55","0","-0.049"
"SI","2022-04-12","96.8","-1.24","5.58","Whitlock, Garrett",600869,676477,"walk","ball",,,,,"12","Jeimer Candelario walks.","R","L","R","DET","BOS","B",,,"3","2",2022,"-1.19","1.46","1.12","2.62",,,,"1","6","Bot",,,,,"608700",,,9.18890975856169,-140.40156709601592,-5.669022742951088,-17.93300481066238,37.55586153374731,-11.740452611914407,"3.39","1.56",,,,"97.8","2171","7.4",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.07",,,"0.7","1","0","0",,"45","6","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","226","0.036","0.221"
"SI","2022-04-12","94.9","-1.44","5.52","Whitlock, Garrett",600869,676477,,"swinging_strike",,,,,"1","Jeimer Candelario walks.","R","L","R","DET","BOS","S",,,"3","1",2022,"-1.62","1.16","-0.49","3.48",,,,"1","6","Bot",,,,,"608700",,,6.234950034551291,-137.89350238460617,-2.189758458187994,-22.052396835335458,36.79319933261307,-17.214186106299145,"3.41","1.56",,,,"95.7","2036","7.3",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.21",,,,,,,,"45","5","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","228","0","-0.062"
"SI","2022-04-12","96.0","-1.37","5.59","Whitlock, Garrett",600869,676477,,"called_strike",,,,,"2","Jeimer Candelario walks.","R","L","R","DET","BOS","S",,,"3","0",2022,"-1.48","1.02","-0.27","3.13",,,,"1","6","Bot",,,,,"608700",,,6.374130694831918,-139.5726880138049,-3.221303485556324,-20.77534309360629,35.07558653403347,-18.326127236960122,"3.24","1.56",,,,"97.1","2073","7.2",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.26",,,,,,,,"45","4","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","225","0","-0.055"
"SI","2022-04-12","95.7","-1.49","5.57","Whitlock, Garrett",600869,676477,,"ball",,,,,"12","Jeimer Candelario walks.","R","L","R","DET","BOS","B",,,"2","0",2022,"-1.36","1.14","0.14","4.34",,,,"1","6","Bot",,,,,"608700",,,7.486200676434218,-139.02921727130993,-0.11217930836990847,-19.323121674971752,34.60500382288978,-17.71239771499718,"3.37","1.56",,,,"96.6","2065","7.2",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.33",,,,,,,,"45","3","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","226","0","0.092"
"SI","2022-04-12","94.8","-1.37","5.5","Whitlock, Garrett",600869,676477,,"ball",,,,,"13","Jeimer Candelario walks.","R","L","R","DET","BOS","B",,,"1","0",2022,"-1.56","1.18","-0.20","1.49",,,,"1","6","Bot",,,,,"608700",,,6.6896025505401475,-137.67014062433043,-7.4648954492483375,-21.37643426410737,35.871153902424865,-15.584273946143469,"3.42","1.68",,,,"95.6","2062","7.3",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.22",,,,,,,,"45","2","Sinker","3","3","3","3","3","3","3","3","Infield shift","Standard","225","0","0.049"
"SL","2022-04-12","81.0","-1.6","5.85","Whitlock, Garrett",600869,676477,,"ball",,,,,"11","Jeimer Candelario walks.","R","L","R","DET","BOS","B",,,"0","0",2022,"0.32","-0.05","-0.54","3.77",,,,"1","6","Bot",,,,,"608700",,,1.7613668355658534,-117.90473376375017,2.2050011017268836,2.604652051093635,24.963021402062896,-33.384198982329366,"3.39","1.66",,,,"81.5","1804","6.9",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.62",,,,,,,,"45","1","Slider","3","3","3","3","3","3","3","3","Infield shift","Standard","47","0","0.022"
"SI","2022-04-12","95.2","-1.35","5.58","Whitlock, Garrett",595879,676477,"field_out","hit_into_play",,,,,"1","Javier Baez grounds out, second baseman Jonathan Arauz to pitcher Garrett Whitlock.","R","R","R","DET","BOS","X","4","ground_ball","1","0",2022,"-1.7","1.08","-0.43","2.91",,,,"0","6","Bot",151.64,157.48,,,"608700",,,6.358897418959091,-138.3266679009602,-3.705942990021799,-23.24746211626026,37.83384503715683,-17.813649805400246,"3.37","1.53","15","90.2","-10","95.6","2058","7.1",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.35","0.183","0.169","0","1","0","0","2","44","2","Sinker","3","3","3","3","3","3","3","3","Strategic","Standard","225","-0.033","-0.256"
"SI","2022-04-12","95.8","-1.32","5.55","Whitlock, Garrett",595879,676477,,"ball",,,,,"13","Javier Baez grounds out, second baseman Jonathan Arauz to pitcher Garrett Whitlock.","R","R","R","DET","BOS","B",,,"0","0",2022,"-1.26","1.33","-0.47","0.89",,,,"0","6","Bot",,,,,"608700",,,5.2081793983933995,-139.0142960056919,-9.799833747292972,-17.499692646622986,34.42704162786732,-12.773135669763349,"3.52","1.64",,,,"97","2046","7.3",662862,676477,"608700","666915","660620","646240","593428","657077","571771","624414","53.16",,,,,,,,"44","1","Sinker","3","3","3","3","3","3","3","3","Strategic","Standard","232","0","0.034"
"FF","2022-04-08","96.2","-1.45","5.58","Whitlock, Garrett",518934,676477,"home_run","hit_into_play",,,,,"2","DJ LeMahieu homers (1) on a fly ball to right center field.","R","R","R","NYY","BOS","X",,"fly_ball","1","2",2022,"-0.89","1.28","-0.05","3.32",,,,"1","8","Bot",172.34,57.43,,,"543877",,,5.82909960271476,-139.86673323174688,-3.308325199983137,-12.979871645169911,34.70004887422701,-14.890009030571179,"3.55","1.63","379","103.1","35","97.5","2105","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.22","0.626","1.21","2","1","0","3","6","65","5","4-Seam Fastball","3","4","3","4","4","4","4","4","Strategic","Standard","221","0.324","1.046"
"SL","2022-04-08","80.4","-1.75","5.56","Whitlock, Garrett",518934,676477,,"foul",,,,,"7","DJ LeMahieu homers (1) on a fly ball to right center field.","R","R","R","NYY","BOS","S",,,"1","2",2022,"0.59","-0.19","-0.52","1.84",,,,"1","8","Bot",,,,,"543877",,,1.632531995024711,-117.17012646042761,-1.2958641944463247,5.217120507821969,19.870174155555567,-33.91995469741313,"3.55","1.63","185","64.2","42","82.3","1882","7.2",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.26",,,,,,,,"65","4","Slider","3","4","3","4","4","3","3","4","Standard","Standard","57","0","0"
"SL","2022-04-08","81.0","-1.87","5.56","Whitlock, Garrett",518934,676477,,"foul",,,,,"13","DJ LeMahieu homers (1) on a fly ball to right center field.","R","R","R","NYY","BOS","S",,,"1","1",2022,"0.28","-0.39","-0.06","1.48",,,,"1","8","Bot",,,,,"543877",,,3.561994546567281,-117.9321961451982,-1.7511621989944837,1.9779858602223752,22.37627912184667,-35.655191696227575,"3.55","1.63","166","61.4","47","82.6","2007","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.17",,,,,,,,"65","3","Slider","3","4","3","4","4","3","3","4","Standard","Standard","59","0","-0.037"
"SI","2022-04-08","96.4","-1.64","5.49","Whitlock, Garrett",518934,676477,,"ball",,,,,"11","DJ LeMahieu homers (1) on a fly ball to right center field.","R","R","R","NYY","BOS","B",,,"0","1",2022,"-1.22","0.99","-1.30","3.74",,,,"1","8","Bot",,,,,"543877",,,3.774622785558349,-140.40658701977085,-1.3611642186207167,-17.039387534003374,31.83338505477501,-18.95924246775181,"3.31","1.57",,,,"98.2","2095","7.3",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.23",,,,,,,,"65","2","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","225","0","0.015"
"SI","2022-04-08","95.3","-1.55","5.42","Whitlock, Garrett",518934,676477,,"swinging_strike",,,,,"2","DJ LeMahieu homers (1) on a fly ball to right center field.","R","R","R","NYY","BOS","S",,,"0","0",2022,"-1.44","1.08","0.03","3.20",,,,"1","8","Bot",,,,,"543877",,,7.570260156204411,-138.58220486599276,-2.683279299769219,-20.28174016718772,30.22175534969377,-17.85642905016437,"3.55","1.63",,,,"97.5","2059","7.5",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","52.99",,,,,,,,"65","1","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","224","0","-0.024"
"SI","2022-04-08","96.5","-1.52","5.55","Whitlock, Garrett",519317,676477,"strikeout","called_strike",,,,,"9","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","S","2",,"2","2",2022,"-1.44","0.99","0.39","2.37",,,,"0","8","Bot",,,,,"543877",,,8.565912361613819,-140.25795904153424,-5.18696676934151,-21.00941871515457,33.03139889646704,-18.134977801527004,"3.77","1.81",,,,"98.2","2080","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.08",,,"0","1","0","0",,"64","6","Sinker","3","4","3","4","4","3","3","4","Standard","Standard","225","-0.062","-0.198"
"CH","2022-04-08","83.5","-1.38","5.71","Whitlock, Garrett",519317,676477,,"foul",,,,,"8","Giancarlo Stanton called out on strikes.","R","R","R","NYY","BOS","S",,,"2","2",2022,"-1.42","0.5","0.01","1.89",,,,"0","8","Bot",,,,,"543877",,,6.1049522438250525,-121.45699089213343,-3.393902235902845,-15.221679733558195,23.89455736999183,-26.767781864992187,"3.66","1.68","168","71.3","62","85.2","1883","7.4",661333,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.08",,,,,,,,"64","5","Changeup","3","4","3","4","4","3","3","4","Standard","Standard","253","0","0"
